2021-01-15 16:48:26.470386, iot/user1/illu, 58.17663628599988
2021-01-15 16:48:26.471385, iot/user1/temp, 8.112524617026237
2021-01-15 16:48:27.478380, iot/user1/humi, 54.954770215311434
2021-01-15 16:48:30.449154, iot/user1/dust, 0.3618329781767059
2021-01-15 16:48:31.588259, iot/user1/temp, 7.111964420985272
2021-01-15 16:48:34.487878, iot/user1/humi, 48.90117914909535
2021-01-15 16:48:36.483087, iot/user1/illu, 49.13968674959044
2021-01-15 16:48:36.605804, iot/user1/temp, 8.391037604039656
2021-01-15 16:48:41.506454, iot/user1/humi, 35.0678886153411
2021-01-15 16:48:41.621368, iot/user1/temp, 6.79804495143164
2021-01-15 16:48:42.457376, iot/user1/dust, 0.38775582497151306
2021-04-03 21:55:19.314790, iot/user1/illu, 62.54451026808645
2021-04-03 21:55:19.346286, iot/user1/temp, 4.106044714661824
2021-04-03 21:55:20.331244, iot/user1/humi, 53.90816459221537
2021-04-03 21:55:23.321415, iot/user1/dust, 0.19946447205020834
2021-04-03 21:55:24.356299, iot/user1/temp, 8.188815939677749
